#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABL1	TBK1	9606.ENSP00000361423	9606.ENSP00000329967	0	0	0	0	0.087	0	0	0.456	0.482
ABL1	RAC1	9606.ENSP00000361423	9606.ENSP00000348461	0	0	0	0	0.089	0.110	0.400	0.227	0.574
ABL1	NF1	9606.ENSP00000361423	9606.ENSP00000351015	0	0	0	0	0	0.092	0	0.520	0.545
ABL1	EPHA2	9606.ENSP00000361423	9606.ENSP00000351209	0	0	0	0.619	0.125	0	0.900	0.487	0.951
ABL1	GAB2	9606.ENSP00000361423	9606.ENSP00000354952	0	0	0	0	0.063	0	0	0.852	0.855
ABL1	NRAS	9606.ENSP00000361423	9606.ENSP00000358548	0	0	0	0	0.081	0.110	0	0.667	0.704
ABL1	PIK3CD	9606.ENSP00000361423	9606.ENSP00000366563	0	0	0	0	0	0.069	0	0.385	0.403
ABL1	AKT1	9606.ENSP00000361423	9606.ENSP00000451828	0	0	0	0.577	0.102	0	0	0.369	0.409
ABL1	FLT3LG	9606.ENSP00000361423	9606.ENSP00000469613	0	0	0	0	0.059	0.052	0	0.400	0.418
ABL1	PRKCB	9606.ENSP00000361423	9606.ENSP00000496129	0	0	0	0.573	0	0.050	0	0.417	0.422
ABL1	RELA	9606.ENSP00000361423	9606.ENSP00000384273	0	0	0	0	0.115	0.098	0	0.349	0.435
ABL1	INS	9606.ENSP00000361423	9606.ENSP00000380432	0	0	0	0	0.088	0.071	0	0.396	0.444
ABL1	MAPK8	9606.ENSP00000361423	9606.ENSP00000378974	0	0	0	0.581	0.044	0.088	0	0.445	0.473
ABL1	RHOA	9606.ENSP00000361423	9606.ENSP00000400175	0	0	0	0	0.079	0.110	0	0.411	0.476
ABL1	IGF1R	9606.ENSP00000361423	9606.ENSP00000497069	0	0	0	0.604	0.049	0	0	0.522	0.525
ABL1	RAF1	9606.ENSP00000361423	9606.ENSP00000401888	0	0	0	0.590	0.044	0	0	0.531	0.532
ABL1	PTPN11	9606.ENSP00000361423	9606.ENSP00000489597	0	0	0	0.556	0.063	0.097	0	0.568	0.603
ABL1	PAK4	9606.ENSP00000361423	9606.ENSP00000469413	0	0	0	0.570	0.060	0.629	0	0.122	0.668
ABL1	KITLG	9606.ENSP00000361423	9606.ENSP00000495951	0	0	0	0	0	0	0	0.702	0.702
ABL1	BCL2L1	9606.ENSP00000361423	9606.ENSP00000365230	0	0	0	0	0.055	0.292	0	0.618	0.722
ABL1	SOS1	9606.ENSP00000361423	9606.ENSP00000384675	0	0	0	0	0.060	0.323	0	0.631	0.745
ABL1	CDC42	9606.ENSP00000361423	9606.ENSP00000497733	0	0	0	0	0.074	0.110	0.500	0.532	0.781
ABL1	HRAS	9606.ENSP00000361423	9606.ENSP00000407586	0	0	0	0	0.081	0.110	0	0.755	0.782
ABL1	PIK3R1	9606.ENSP00000361423	9606.ENSP00000428056	0	0	0	0.551	0.062	0.793	0	0.203	0.832
ABL1	SHC3	9606.ENSP00000361423	9606.ENSP00000364995	0	0	0	0	0	0.073	0.900	0.133	0.912
ABL1	NTRK1	9606.ENSP00000361423	9606.ENSP00000431418	0	0	0	0.642	0	0.510	0.900	0.212	0.958
ABL1	ABL2	9606.ENSP00000361423	9606.ENSP00000427562	0	0	0.068	0.936	0.062	0.531	0.900	0.627	0.981
ABL1	SHC1	9606.ENSP00000361423	9606.ENSP00000401303	0	0	0	0.555	0.141	0.610	0.900	0.776	0.991
ABL1	GRB2	9606.ENSP00000361423	9606.ENSP00000376345	0	0	0	0.748	0.083	0.846	0.900	0.973	0.999
ABL2	NFKB1	9606.ENSP00000427562	9606.ENSP00000226574	0	0	0	0	0.082	0.095	0	0.397	0.455
ABL2	FLT3	9606.ENSP00000427562	9606.ENSP00000241453	0	0	0	0.601	0.095	0.316	0.500	0.175	0.710
ABL2	PLCG1	9606.ENSP00000427562	9606.ENSP00000244007	0	0	0	0.548	0.067	0.322	0	0.447	0.619
ABL2	RAC2	9606.ENSP00000427562	9606.ENSP00000249071	0	0	0	0	0.082	0.222	0.900	0.093	0.926
ABL2	KRAS	9606.ENSP00000427562	9606.ENSP00000256078	0	0	0	0	0.074	0.195	0	0.289	0.424
ABL2	PDGFRB	9606.ENSP00000427562	9606.ENSP00000261799	0	0	0	0.579	0.068	0.316	0	0.267	0.492
ABL2	PIK3R3	9606.ENSP00000427562	9606.ENSP00000262741	0	0	0	0	0	0.452	0	0.178	0.530
ABL2	EGFR	9606.ENSP00000427562	9606.ENSP00000275493	0	0	0.125	0.591	0.047	0.709	0	0.208	0.782
ABL2	RAC3	9606.ENSP00000427562	9606.ENSP00000304283	0	0	0	0	0.082	0.222	0.900	0.093	0.926
ABL2	RIN1	9606.ENSP00000427562	9606.ENSP00000310406	0	0	0	0	0	0.625	0.900	0.611	0.984
ABL2	RAC1	9606.ENSP00000427562	9606.ENSP00000348461	0	0	0	0	0.082	0.222	0.500	0.136	0.650
ABL2	GRB2	9606.ENSP00000427562	9606.ENSP00000376345	0	0	0	0.749	0.074	0.400	0	0.150	0.487
ABL2	HRAS	9606.ENSP00000427562	9606.ENSP00000407586	0	0	0	0	0.074	0.342	0	0.145	0.435
ABL2	CDC42	9606.ENSP00000427562	9606.ENSP00000497733	0	0	0	0	0.074	0.223	0	0.311	0.462
ABL2	PIK3R1	9606.ENSP00000427562	9606.ENSP00000428056	0	0	0	0.552	0	0.185	0	0.421	0.508
ABL2	FLT3LG	9606.ENSP00000427562	9606.ENSP00000469613	0	0	0	0	0.059	0.052	0.500	0.063	0.526
AFDN	RALA	9606.ENSP00000355771	9606.ENSP00000005257	0	0	0	0	0	0.142	0	0.525	0.575
AFDN	FLT3	9606.ENSP00000355771	9606.ENSP00000241453	0	0	0	0	0	0	0	0.431	0.431
AFDN	RRAS	9606.ENSP00000355771	9606.ENSP00000246792	0	0	0	0	0	0.116	0.900	0.559	0.957
AFDN	RAC2	9606.ENSP00000355771	9606.ENSP00000249071	0	0	0	0	0	0.095	0	0.505	0.533
AFDN	RAP1B	9606.ENSP00000355771	9606.ENSP00000250559	0	0	0	0	0	0.188	0.900	0.672	0.971
AFDN	KRAS	9606.ENSP00000355771	9606.ENSP00000256078	0	0	0	0	0.056	0.252	0.900	0.314	0.945
AFDN	RRAS2	9606.ENSP00000355771	9606.ENSP00000256196	0	0	0	0	0	0.290	0.900	0.437	0.956
AFDN	EGFR	9606.ENSP00000355771	9606.ENSP00000275493	0	0	0	0	0.067	0.184	0	0.547	0.625
AFDN	TIAM1	9606.ENSP00000355771	9606.ENSP00000286827	0	0	0	0	0.042	0	0	0.563	0.563
AFDN	KIT	9606.ENSP00000355771	9606.ENSP00000288135	0	0	0	0	0.056	0	0	0.393	0.402
AFDN	MRAS	9606.ENSP00000355771	9606.ENSP00000289104	0	0	0	0	0.042	0.347	0.900	0.588	0.970
AFDN	CALM3	9606.ENSP00000355771	9606.ENSP00000291295	0	0	0	0	0	0	0	0.411	0.411
AFDN	RIN1	9606.ENSP00000355771	9606.ENSP00000310406	0	0	0	0	0	0.230	0	0.706	0.763
AFDN	RASSF5	9606.ENSP00000355771	9606.ENSP00000462099	0	0	0	0	0	0	0	0.470	0.470
AFDN	RHOA	9606.ENSP00000355771	9606.ENSP00000400175	0	0	0	0	0.042	0.095	0	0.479	0.509
AFDN	CDC42	9606.ENSP00000355771	9606.ENSP00000497733	0	0	0	0	0.042	0.177	0	0.475	0.550
AFDN	RALGDS	9606.ENSP00000355771	9606.ENSP00000361120	0	0	0	0	0	0	0	0.805	0.805
AFDN	NRAS	9606.ENSP00000355771	9606.ENSP00000358548	0	0	0	0	0.042	0.430	0.900	0.607	0.975
AFDN	RAP1A	9606.ENSP00000355771	9606.ENSP00000358723	0	0	0	0	0	0.400	0.900	0.677	0.978
AFDN	HRAS	9606.ENSP00000355771	9606.ENSP00000407586	0	0	0	0	0	0.966	0.900	0.678	0.998
AKT1	RALA	9606.ENSP00000451828	9606.ENSP00000005257	0	0	0	0	0.081	0.110	0	0.695	0.729
AKT1	FGF4	9606.ENSP00000451828	9606.ENSP00000168712	0	0	0	0	0	0	0	0.664	0.664
AKT1	NGFR	9606.ENSP00000451828	9606.ENSP00000172229	0	0	0	0	0	0.066	0	0.590	0.601
AKT1	FGF20	9606.ENSP00000451828	9606.ENSP00000180166	0	0	0	0	0	0	0	0.686	0.686
AKT1	EFNA2	9606.ENSP00000451828	9606.ENSP00000215368	0	0	0	0	0.056	0.098	0	0.356	0.404
AKT1	FGF22	9606.ENSP00000451828	9606.ENSP00000215530	0	0	0	0	0	0	0	0.678	0.678
AKT1	MAPK1	9606.ENSP00000451828	9606.ENSP00000215832	0	0	0	0.593	0.118	0.110	0.900	0.872	0.988
AKT1	SOS2	9606.ENSP00000451828	9606.ENSP00000216373	0	0	0	0	0.073	0.084	0	0.567	0.601
AKT1	PIK3R2	9606.ENSP00000451828	9606.ENSP00000222254	0	0	0	0	0.128	0.093	0.900	0.677	0.971
AKT1	HGF	9606.ENSP00000451828	9606.ENSP00000222390	0	0	0	0	0	0.096	0.500	0.761	0.882
AKT1	NFKB1	9606.ENSP00000451828	9606.ENSP00000226574	0	0	0	0	0.087	0.095	0	0.885	0.896
AKT1	FGF6	9606.ENSP00000451828	9606.ENSP00000228837	0	0	0	0	0	0	0	0.661	0.661
AKT1	GNB3	9606.ENSP00000451828	9606.ENSP00000229264	0	0	0	0	0.058	0.097	0.500	0.131	0.581
AKT1	GNB4	9606.ENSP00000451828	9606.ENSP00000232564	0	0	0	0	0.058	0.097	0.500	0.137	0.584
AKT1	FLT3	9606.ENSP00000451828	9606.ENSP00000241453	0	0	0	0	0.056	0.074	0	0.664	0.680
AKT1	PLCG1	9606.ENSP00000451828	9606.ENSP00000244007	0	0	0	0	0.062	0.292	0	0.707	0.788
AKT1	RRAS	9606.ENSP00000451828	9606.ENSP00000246792	0	0	0	0	0.099	0.110	0	0.726	0.761
AKT1	GNG13	9606.ENSP00000451828	9606.ENSP00000248150	0	0	0	0	0	0	0.500	0.055	0.507
AKT1	GNG11	9606.ENSP00000451828	9606.ENSP00000248564	0	0	0	0	0	0	0.500	0.104	0.532
AKT1	GNGT1	9606.ENSP00000451828	9606.ENSP00000248572	0	0	0	0	0	0	0.500	0.072	0.516
AKT1	RAC2	9606.ENSP00000451828	9606.ENSP00000249071	0	0	0	0	0.081	0.110	0.500	0.708	0.864
AKT1	RAP1B	9606.ENSP00000451828	9606.ENSP00000250559	0	0	0	0	0.074	0.110	0	0.405	0.467
AKT1	KRAS	9606.ENSP00000451828	9606.ENSP00000256078	0	0	0	0	0.076	0.110	0	0.893	0.904
AKT1	RRAS2	9606.ENSP00000451828	9606.ENSP00000256196	0	0	0	0	0.074	0.110	0	0.339	0.409
AKT1	PDGFRA	9606.ENSP00000451828	9606.ENSP00000257290	0	0	0	0.560	0.056	0.205	0	0.370	0.486
AKT1	PDGFRB	9606.ENSP00000451828	9606.ENSP00000261799	0	0	0	0.559	0.074	0.074	0	0.410	0.450
AKT1	GNB5	9606.ENSP00000451828	9606.ENSP00000261837	0	0	0	0	0.058	0.097	0.500	0.164	0.597
AKT1	PIK3R3	9606.ENSP00000451828	9606.ENSP00000262741	0	0	0	0	0.051	0.093	0.900	0.610	0.962
AKT1	MAP2K2	9606.ENSP00000451828	9606.ENSP00000262948	0	0	0	0.630	0.157	0.161	0	0.471	0.593
AKT1	GAB1	9606.ENSP00000451828	9606.ENSP00000262995	0	0	0	0	0	0.210	0	0.517	0.603
AKT1	MAPK3	9606.ENSP00000451828	9606.ENSP00000263025	0	0	0	0.587	0.266	0.110	0.900	0.432	0.957
AKT1	PLD2	9606.ENSP00000451828	9606.ENSP00000263088	0	0	0	0	0.059	0.053	0	0.404	0.422
AKT1	KDR	9606.ENSP00000451828	9606.ENSP00000263923	0	0	0	0.560	0.056	0.074	0	0.701	0.715
AKT1	PIK3CA	9606.ENSP00000451828	9606.ENSP00000263967	0	0	0	0	0.060	0.738	0.900	0.951	0.998
AKT1	FGF2	9606.ENSP00000451828	9606.ENSP00000264498	0	0	0	0	0	0	0.500	0.859	0.926
AKT1	FGF10	9606.ENSP00000451828	9606.ENSP00000264664	0	0	0	0	0	0	0	0.682	0.682
AKT1	ZAP70	9606.ENSP00000451828	9606.ENSP00000264972	0	0	0	0.569	0.062	0	0	0.527	0.537
AKT1	EGF	9606.ENSP00000451828	9606.ENSP00000265171	0	0	0	0	0	0	0	0.933	0.933
AKT1	FGF7	9606.ENSP00000451828	9606.ENSP00000267843	0	0	0	0	0	0	0	0.686	0.686
AKT1	RALB	9606.ENSP00000451828	9606.ENSP00000272519	0	0	0	0	0.080	0.110	0	0.380	0.448
AKT1	RAB5A	9606.ENSP00000451828	9606.ENSP00000273047	0	0	0	0	0.118	0.071	0	0.597	0.641
AKT1	RASA1	9606.ENSP00000451828	9606.ENSP00000274376	0	0	0	0	0.060	0	0	0.901	0.902
AKT1	FGF18	9606.ENSP00000451828	9606.ENSP00000274625	0	0	0	0	0	0	0	0.663	0.663
AKT1	EGFR	9606.ENSP00000451828	9606.ENSP00000275493	0	0	0	0.559	0.042	0.640	0	0.445	0.792
AKT1	PAK1	9606.ENSP00000451828	9606.ENSP00000278568	0	0	0	0.642	0.070	0.715	0	0.981	0.994
AKT1	FLT1	9606.ENSP00000451828	9606.ENSP00000282397	0	0	0	0.564	0.056	0.074	0	0.590	0.610
AKT1	CSF1R	9606.ENSP00000451828	9606.ENSP00000286301	0	0	0	0	0.076	0.074	0	0.575	0.604
AKT1	TIAM1	9606.ENSP00000451828	9606.ENSP00000286827	0	0	0	0	0	0.106	0	0.662	0.685
AKT1	KIT	9606.ENSP00000451828	9606.ENSP00000288135	0	0	0	0	0.079	0.074	0	0.804	0.818
AKT1	CALM3	9606.ENSP00000451828	9606.ENSP00000291295	0	0	0	0	0.075	0.099	0	0.782	0.802
AKT1	FGFR4	9606.ENSP00000451828	9606.ENSP00000292408	0	0	0	0.565	0.068	0.213	0	0.297	0.440
AKT1	GNG3	9606.ENSP00000451828	9606.ENSP00000294117	0	0	0	0	0	0	0.500	0.105	0.533
AKT1	FGF19	9606.ENSP00000451828	9606.ENSP00000294312	0	0	0	0	0	0	0	0.450	0.450
AKT1	REL	9606.ENSP00000451828	9606.ENSP00000295025	0	0	0	0	0.044	0.098	0	0.542	0.570
AKT1	VEGFD	9606.ENSP00000451828	9606.ENSP00000297904	0	0	0	0	0	0.070	0	0.493	0.509
AKT1	ARF6	9606.ENSP00000451828	9606.ENSP00000298316	0	0	0	0	0.088	0.110	0	0.795	0.819
AKT1	GNG8	9606.ENSP00000451828	9606.ENSP00000300873	0	0	0	0	0	0	0.500	0.104	0.532
AKT1	MAP2K1	9606.ENSP00000451828	9606.ENSP00000302486	0	0	0.100	0.632	0.060	0.161	0	0.366	0.490
AKT1	INSR	9606.ENSP00000451828	9606.ENSP00000303830	0	0	0	0.564	0.055	0.095	0	0.418	0.459
AKT1	CALML6	9606.ENSP00000451828	9606.ENSP00000304643	0	0	0	0	0	0.099	0	0.694	0.713
AKT1	GNB2	9606.ENSP00000451828	9606.ENSP00000305260	0	0	0	0	0.238	0.097	0.500	0.176	0.679
AKT1	RASGRP1	9606.ENSP00000451828	9606.ENSP00000310244	0	0	0	0	0	0.084	0	0.427	0.452
AKT1	VEGFB	9606.ENSP00000451828	9606.ENSP00000311127	0	0	0	0	0.072	0	0	0.477	0.493
AKT1	FGF5	9606.ENSP00000451828	9606.ENSP00000311697	0	0	0	0	0	0	0	0.662	0.662
AKT1	PAK2	9606.ENSP00000451828	9606.ENSP00000314067	0	0	0	0.644	0.075	0.071	0	0.499	0.532
AKT1	ANGPT2	9606.ENSP00000451828	9606.ENSP00000314897	0	0	0	0	0	0	0	0.653	0.653
AKT1	CALML3	9606.ENSP00000451828	9606.ENSP00000315299	0	0	0	0	0	0.099	0	0.701	0.719
AKT1	MET	9606.ENSP00000451828	9606.ENSP00000317272	0	0	0	0.570	0	0.071	0	0.389	0.408
AKT1	FGF8	9606.ENSP00000451828	9606.ENSP00000321797	0	0	0	0	0	0	0	0.659	0.659
AKT1	CSF1	9606.ENSP00000451828	9606.ENSP00000327513	0	0	0	0	0.060	0	0	0.576	0.584
AKT1	EFNA5	9606.ENSP00000451828	9606.ENSP00000328777	0	0	0	0	0	0.098	0	0.439	0.473
AKT1	TBK1	9606.ENSP00000451828	9606.ENSP00000329967	0	0	0	0.573	0.074	0.624	0	0.666	0.873
AKT1	PDGFB	9606.ENSP00000451828	9606.ENSP00000330382	0	0	0	0	0.042	0	0	0.782	0.782
AKT1	GRIN2A	9606.ENSP00000451828	9606.ENSP00000332549	0	0	0	0	0	0.077	0	0.646	0.659
AKT1	FGF3	9606.ENSP00000451828	9606.ENSP00000334122	0	0	0	0	0.042	0	0	0.664	0.664
AKT1	GNG2	9606.ENSP00000451828	9606.ENSP00000334448	0	0	0	0	0	0	0.500	0.158	0.561
AKT1	RASA3	9606.ENSP00000451828	9606.ENSP00000335029	0	0	0	0	0.082	0.045	0	0.454	0.479
AKT1	PDGFA	9606.ENSP00000451828	9606.ENSP00000346508	0	0	0	0	0	0.050	0	0.448	0.453
AKT1	RAC1	9606.ENSP00000451828	9606.ENSP00000348461	0	0	0	0	0.114	0.342	0.500	0.591	0.865
AKT1	RASSF1	9606.ENSP00000451828	9606.ENSP00000349547	0	0	0	0	0.060	0.184	0	0.665	0.720
AKT1	NF1	9606.ENSP00000451828	9606.ENSP00000351015	0	0	0	0	0.042	0.347	0	0.710	0.803
AKT1	FGF17	9606.ENSP00000451828	9606.ENSP00000352414	0	0	0	0	0.043	0	0	0.661	0.662
AKT1	COL18A1	9606.ENSP00000451828	9606.ENSP00000352798	0	0	0	0	0.074	0	0	0.447	0.466
AKT1	ETS2	9606.ENSP00000451828	9606.ENSP00000353344	0	0	0	0	0.092	0.052	0	0.372	0.412
AKT1	PAK3	9606.ENSP00000451828	9606.ENSP00000353864	0	0	0	0.649	0.063	0.071	0	0.469	0.497
AKT1	GAB2	9606.ENSP00000451828	9606.ENSP00000354952	0	0	0	0	0.062	0.420	0	0.687	0.814
AKT1	PLA2G4A	9606.ENSP00000451828	9606.ENSP00000356436	0	0	0	0	0.066	0.089	0	0.439	0.482
AKT1	FASLG	9606.ENSP00000451828	9606.ENSP00000356694	0	0	0	0	0	0.067	0	0.658	0.667
AKT1	EFNA1	9606.ENSP00000451828	9606.ENSP00000357392	0	0	0	0	0	0.098	0	0.452	0.485
AKT1	EFNA3	9606.ENSP00000451828	9606.ENSP00000357393	0	0	0	0	0.049	0.098	0	0.385	0.426
AKT1	NGF	9606.ENSP00000451828	9606.ENSP00000358525	0	0	0	0	0	0	0	0.818	0.818
AKT1	NRAS	9606.ENSP00000451828	9606.ENSP00000358548	0	0	0	0	0.099	0.164	0	0.774	0.815
AKT1	RAP1A	9606.ENSP00000451828	9606.ENSP00000358723	0	0	0	0	0.081	0.110	0	0.618	0.660
AKT1	CHUK	9606.ENSP00000451828	9606.ENSP00000359424	0	0	0	0.594	0.110	0.835	0.900	0.814	0.996
AKT1	GNG5	9606.ENSP00000451828	9606.ENSP00000359675	0	0	0	0	0.042	0	0.500	0.125	0.544
AKT1	GNG12	9606.ENSP00000451828	9606.ENSP00000360021	0	0	0	0	0.042	0	0.500	0.147	0.555
AKT1	RALGDS	9606.ENSP00000451828	9606.ENSP00000361120	0	0	0	0	0.073	0	0	0.589	0.602
AKT1	FOXO4	9606.ENSP00000451828	9606.ENSP00000363377	0	0	0	0	0.072	0.648	0.900	0.801	0.992
AKT1	GNG10	9606.ENSP00000451828	9606.ENSP00000363411	0	0	0	0	0	0	0.500	0.069	0.515
AKT1	BCL2L1	9606.ENSP00000451828	9606.ENSP00000365230	0	0	0	0	0.095	0.292	0.900	0.888	0.991
AKT1	PIK3CD	9606.ENSP00000451828	9606.ENSP00000366563	0	0	0	0	0.042	0.098	0.900	0.757	0.976
AKT1	PAK5	9606.ENSP00000451828	9606.ENSP00000367686	0	0	0	0.631	0.056	0.071	0	0.402	0.429
AKT1	GNB1	9606.ENSP00000451828	9606.ENSP00000367872	0	0	0	0	0.153	0.475	0.500	0.227	0.805
AKT1	TEK	9606.ENSP00000451828	9606.ENSP00000369375	0	0	0	0.575	0.050	0.252	0	0.559	0.659
AKT1	CALML5	9606.ENSP00000451828	9606.ENSP00000369689	0	0	0	0	0.042	0.099	0	0.701	0.719
AKT1	GNG7	9606.ENSP00000451828	9606.ENSP00000371594	0	0	0	0	0	0	0.500	0.108	0.534
AKT1	FGF9	9606.ENSP00000451828	9606.ENSP00000371790	0	0	0	0	0	0	0	0.689	0.689
AKT1	AKT2	9606.ENSP00000451828	9606.ENSP00000375892	0	0	0.050	0.981	0.131	0.787	0.900	0.569	0.991
AKT1	GRB2	9606.ENSP00000451828	9606.ENSP00000376345	0	0	0	0	0.049	0.100	0	0.900	0.907
AKT1	ETS1	9606.ENSP00000451828	9606.ENSP00000376436	0	0	0	0	0.087	0.052	0	0.509	0.538
AKT1	IGF1	9606.ENSP00000451828	9606.ENSP00000376637	0	0	0	0	0	0.063	0	0.934	0.935
AKT1	BAD	9606.ENSP00000451828	9606.ENSP00000378040	0	0	0	0	0.060	0.860	0.900	0.572	0.993
AKT1	LAT	9606.ENSP00000451828	9606.ENSP00000378845	0	0	0	0	0	0.045	0	0.476	0.478
AKT1	MAPK8	9606.ENSP00000451828	9606.ENSP00000378974	0	0	0	0.576	0.053	0.326	0	0.576	0.706
AKT1	INS	9606.ENSP00000451828	9606.ENSP00000380432	0	0	0	0	0	0.071	0	0.952	0.953
AKT1	RELA	9606.ENSP00000451828	9606.ENSP00000384273	0	0	0	0	0.063	0.098	0	0.761	0.780
AKT1	SOS1	9606.ENSP00000451828	9606.ENSP00000384675	0	0	0	0	0.080	0.084	0	0.744	0.765
AKT1	IGF2	9606.ENSP00000451828	9606.ENSP00000391826	0	0	0	0	0	0	0	0.693	0.693
AKT1	FGFR1	9606.ENSP00000451828	9606.ENSP00000393312	0	0	0	0.570	0.050	0.316	0	0.365	0.552
AKT1	MAPK9	9606.ENSP00000451828	9606.ENSP00000394560	0	0	0	0.579	0.082	0.326	0	0.268	0.508
AKT1	NTF3	9606.ENSP00000451828	9606.ENSP00000397297	0	0	0	0	0	0	0	0.479	0.479
AKT1	GNG4	9606.ENSP00000451828	9606.ENSP00000398629	0	0	0	0	0	0	0.500	0.101	0.531
AKT1	FGF16	9606.ENSP00000451828	9606.ENSP00000399324	0	0	0	0	0	0	0	0.687	0.687
AKT1	RHOA	9606.ENSP00000451828	9606.ENSP00000400175	0	0	0	0	0.105	0.110	0	0.889	0.904
AKT1	SHC1	9606.ENSP00000451828	9606.ENSP00000401303	0	0	0	0	0.060	0.073	0	0.758	0.771
AKT1	RAF1	9606.ENSP00000451828	9606.ENSP00000401888	0	0	0.145	0.583	0.075	0.816	0.900	0.557	0.992
AKT1	TGFA	9606.ENSP00000451828	9606.ENSP00000404131	0	0	0	0	0	0	0	0.764	0.764
AKT1	RASGRF1	9606.ENSP00000451828	9606.ENSP00000405963	0	0	0	0	0	0.084	0	0.535	0.556
AKT1	HRAS	9606.ENSP00000451828	9606.ENSP00000407586	0	0	0	0	0.103	0.110	0	0.880	0.896
AKT1	BDNF	9606.ENSP00000451828	9606.ENSP00000414303	0	0	0	0	0	0.044	0	0.835	0.835
AKT1	CALML4	9606.ENSP00000451828	9606.ENSP00000419081	0	0	0	0	0	0.099	0	0.694	0.713
AKT1	GNGT2	9606.ENSP00000451828	9606.ENSP00000421710	0	0	0	0	0	0	0.500	0.125	0.543
AKT1	PDGFC	9606.ENSP00000451828	9606.ENSP00000422464	0	0	0	0	0	0	0	0.403	0.403
AKT1	PIK3R1	9606.ENSP00000451828	9606.ENSP00000428056	0	0	0	0	0.058	0.558	0.900	0.913	0.995
AKT1	ANGPT1	9606.ENSP00000451828	9606.ENSP00000428340	0	0	0	0	0	0	0	0.729	0.729
AKT1	IKBKB	9606.ENSP00000451828	9606.ENSP00000430684	0	0	0	0.601	0.152	0.775	0.900	0.570	0.990
AKT1	NTRK1	9606.ENSP00000451828	9606.ENSP00000431418	0	0	0	0.562	0.045	0.166	0	0.549	0.609
AKT1	PGF	9606.ENSP00000451828	9606.ENSP00000451040	0	0	0	0	0.042	0	0	0.586	0.587
AKT1	FLT3LG	9606.ENSP00000451828	9606.ENSP00000469613	0	0	0	0	0.087	0.052	0	0.375	0.412
AKT1	NTF4	9606.ENSP00000451828	9606.ENSP00000469455	0	0	0	0	0	0	0	0.435	0.435
AKT1	PRKCB	9606.ENSP00000451828	9606.ENSP00000496129	0	0	0	0.863	0.062	0.416	0	0.110	0.470
