"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Column1","Column3","Column4","Column5","Column6","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.875","0.004166666666666667","0.34782608695652173","0.6666666666666666","HUMAN|HGNC=9955|UniProtKB=Q04206","Transcription factor p65;RELA;PTN002516588;orthologs","TRANSCRIPTION FACTOR P65 (PTHR24169:SF1)","Rel homology transcription factor(PC00252)","Homo sapiens","3","6","false","RELA","4.333333333333333","0","3","0","0.8125","false","0","RELA","2","0.7222222222222222"
"1.9375","0.027232142857142858","0.5161290322580645","0.9","HUMAN|HGNC=2552|UniProtKB=Q13617","Cullin-2;CUL2;PTN002484901;orthologs","CULLIN-2 (PTHR11932:SF174)","ubiquitin-protein ligase(PC00234)","Homo sapiens","5","3","false","CUL2","6.8","0","5","0","0.90625","false","0","CUL2","48","0.5666666666666667"
"1.75","0.12758928571428574","0.5714285714285714","0.6666666666666666","HUMAN|HGNC=12687|UniProtKB=P40337","von Hippel-Lindau disease tumor suppressor;VHL;PTN002495596;orthologs","VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR (PTHR15160:SF1)","ubiquitin-protein ligase(PC00234)","Homo sapiens","7","3","false","VHL","6.571428571428571","0","7","0","0.925","false","0","VHL","128","0.5054945054945055"
"1.875","0.05863095238095239","0.5333333333333333","0.8","HUMAN|HGNC=11619|UniProtKB=Q15370","Elongin-B;ELOB;PTN002491195;orthologs","ELONGIN-B (PTHR13248:SF5)","general transcription factor(PC00259)","Homo sapiens","6","3","false","ELOB","7.0","0","6","0","0.9125","false","0","ELOB","98","0.5833333333333334"
"1.875","0.05863095238095239","0.5333333333333333","0.8","HUMAN|HGNC=11617|UniProtKB=Q15369","Elongin-C;ELOC;PTN002500875;orthologs","ELONGIN-C (PTHR20648:SF13)","general transcription factor(PC00259)","Homo sapiens","6","3","false","ELOC","7.0","0","6","0","0.9125","false","0","ELOC","98","0.5833333333333334"
"2.142857142857143","0.4395604395604396","0.4666666666666667","0.3333333333333333","HUMAN|HGNC=3229|UniProtKB=P01133","Pro-epidermal growth factor;EGF;PTN002551467;orthologs","PRO-EPIDERMAL GROWTH FACTOR (PTHR46513:SF5)","transmembrane signal receptor(PC00197)","Homo sapiens","3","3","false","EGF","4.333333333333333","0","3","0","0.873015873015873","false","0","EGF","240","0.5"
"2.7142857142857144","0.1208791208791209","0.3684210526315789","0.6666666666666666","HUMAN|HGNC=6081|UniProtKB=P01308","Insulin;INS;PTN002479138;orthologs","INSULIN (PTHR11454:SF9)","growth factor(PC00112)","Homo sapiens","4","4","false","INS","3.25","0","4","0","0.8095238095238095","false","0","INS","84","0.65"
"2.7142857142857144","0.1208791208791209","0.3684210526315789","0.6666666666666666","HUMAN|HGNC=5464|UniProtKB=P05019","Insulin-like growth factor I;IGF1;PTN002479134;orthologs","INSULIN-LIKE GROWTH FACTOR I (PTHR46845:SF1)","growth factor(PC00112)","Homo sapiens","4","4","false","IGF1","3.25","0","4","0","0.8095238095238095","false","0","IGF1","84","0.65"
"1.7857142857142858","0.4981684981684982","0.5599999999999999","0.5","HUMAN|HGNC=3236|UniProtKB=P00533","Epidermal growth factor receptor;EGFR;PTN002521387;orthologs","EPIDERMAL GROWTH FACTOR RECEPTOR (PTHR24416:SF91)","transmembrane signal receptor(PC00197)","Homo sapiens","5","3","false","EGFR","6.4","0","5","0","0.9126984126984126","false","0","EGFR","268","0.5636363636363636"
"1.7857142857142858","0.14102564102564102","0.5599999999999999","0.6944444444444444","HUMAN|HGNC=9065|UniProtKB=P19174","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1;PLCG1;PTN002470111;orthologs","1-PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE PHOSPHODIESTERASE GAMMA-1 (PTHR10336:SF173)","phospholipase(PC00186)","Homo sapiens","9","4","false","PLCG1","6.666666666666667","0","9","0","0.9126984126984126","false","0","PLCG1","92","0.6666666666666666"
"1.8571428571428572","0.1098901098901099","0.5384615384615384","0.8214285714285714","HUMAN|HGNC=8975|UniProtKB=P42336","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform;PIK3CA;PTN002467587;orthologs","PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM (PTHR10048:SF107)","kinase(PC00137)","Homo sapiens","8","4","false","PIK3CA","7.25","0","8","0","0.9047619047619047","false","0","PIK3CA","80","0.725"
"2.2142857142857144","0.0","0.45161290322580644","1.0","HUMAN|HGNC=3430|UniProtKB=P04626","Receptor tyrosine-protein kinase erbB-2;ERBB2;PTN002521386;orthologs","RECEPTOR TYROSINE-PROTEIN KINASE ERBB-2 (PTHR24416:SF137)","transmembrane signal receptor(PC00197)","Homo sapiens","3","4","false","ERBB2","7.666666666666667","0","3","0","0.8650793650793651","false","0","ERBB2","0","0.7666666666666667"
"1.7857142857142858","0.14102564102564102","0.5599999999999999","0.6944444444444444","HUMAN|HGNC=8979|UniProtKB=P27986","Phosphatidylinositol 3-kinase regulatory subunit alpha;PIK3R1;PTN002468389;orthologs","PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY SUBUNIT ALPHA (PTHR10155:SF3)","kinase modulator(PC00140)","Homo sapiens","9","4","false","PIK3R1","6.666666666666667","0","9","0","0.9126984126984126","false","0","PIK3R1","92","0.6666666666666666"
"2.0","0.08395833333333334","0.5","0.6","HUMAN|HGNC=1232|UniProtKB=Q9GZT9","Egl nine homolog 1;EGLN1;PTN002490115;orthologs","EGL NINE HOMOLOG 1 (PTHR12907:SF4)",,"Homo sapiens","5","4","false","EGLN1","6.4","0","5","0","0.9","false","0","EGLN1","60","0.5333333333333333"
"2.25","0.03861111111111112","0.4444444444444444","0.6666666666666666","HUMAN|HGNC=14661|UniProtKB=Q9H6Z9","Prolyl hydroxylase EGLN3;EGLN3;PTN002490111;orthologs","PROLYL HYDROXYLASE EGLN3 (PTHR12907:SF28)",,"Homo sapiens","4","5","false","EGLN3","6.5","0","4","0","0.875","false","0","EGLN3","38","0.5909090909090909"
"2.875","0.0","0.34782608695652173","1.0","HUMAN|HGNC=14660|UniProtKB=Q96KS0","Prolyl hydroxylase EGLN2;EGLN2;PTN002490114;orthologs","PROLYL HYDROXYLASE EGLN2 (PTHR12907:SF6)",,"Homo sapiens","2","5","false","EGLN2","4.5","0","2","0","0.8125","false","0","EGLN2","0","0.9"
"2.0","0.0","0.5","1.0","HUMAN|HGNC=3287|UniProtKB=P06730","Eukaryotic translation initiation factor 4E;EIF4E;PTN002485386;orthologs","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E (PTHR11960:SF14)","translation initiation factor(PC00224)","Homo sapiens","3","4","false","EIF4E","3.3333333333333335","0","3","0","0.75","false","0","EIF4E","0","0.8333333333333334"
"2.0","0.0","0.5","1.0","HUMAN|HGNC=3293|UniProtKB=O60573","Eukaryotic translation initiation factor 4E type 2;EIF4E2;PTN002485380;orthologs","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E TYPE 2 (PTHR11960:SF17)","translation initiation factor(PC00224)","Homo sapiens","3","4","false","EIF4E2","3.3333333333333335","0","3","0","0.75","false","0","EIF4E2","0","0.8333333333333334"
"1.5","0.6","0.6666666666666666","0.5","HUMAN|HGNC=3288|UniProtKB=Q13541","Eukaryotic translation initiation factor 4E-binding protein 1;EIF4EBP1;PTN002489290;orthologs","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E-BINDING PROTEIN 1 (PTHR12669:SF14)","translation initiation factor(PC00224)","Homo sapiens","4","3","false","EIF4EBP1","2.75","0","4","0","0.875","false","0","EIF4EBP1","18","0.625"
"2.0","0.0","0.5","1.0","HUMAN|HGNC=33179|UniProtKB=A6NMX2","Eukaryotic translation initiation factor 4E type 1B;EIF4E1B;PTN002485385;orthologs","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E TYPE 1B (PTHR11960:SF3)","translation initiation factor(PC00224)","Homo sapiens","3","4","false","EIF4E1B","3.3333333333333335","0","3","0","0.75","false","0","EIF4E1B","0","0.8333333333333334"
"1.6666666666666667","0.5333333333333333","0.6","0.0","HUMAN|HGNC=3942|UniProtKB=P42345","Serine_threonine-protein kinase mTOR;MTOR;PTN002476698;orthologs","SERINE_THREONINE-PROTEIN KINASE MTOR (PTHR11139:SF9)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","2","2","false","MTOR","3.0","0","2","0","0.8333333333333333","false","0","MTOR","16","0.5"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=3350|UniProtKB=P06733","Alpha-enolase;ENO1;PTN002484267;orthologs","ALPHA-ENOLASE (PTHR11902:SF12)","lyase(PC00144)","Homo sapiens","2","1","false","ENO1","2.0","0","2","0","1.0","false","0","ENO1","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=3354|UniProtKB=P13929","Beta-enolase;ENO3;PTN002484263;orthologs","BETA-ENOLASE (PTHR11902:SF5)","lyase(PC00144)","Homo sapiens","2","1","false","ENO3","2.0","0","2","0","1.0","false","0","ENO3","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=3353|UniProtKB=P09104","Gamma-enolase;ENO2;PTN002484261;orthologs","GAMMA-ENOLASE (PTHR11902:SF10)","lyase(PC00144)","Homo sapiens","2","1","false","ENO2","2.0","0","2","0","1.0","false","0","ENO2","0","1.0"
"2.9375","0.0","0.3404255319148936","1.0","HUMAN|HGNC=7794|UniProtKB=P19838","Nuclear factor NF-kappa-B p105 subunit;NFKB1;PTN002516581;orthologs","NUCLEAR FACTOR NF-KAPPA-B P105 SUBUNIT (PTHR24169:SF9)","Rel homology transcription factor(PC00252)","Homo sapiens","2","6","false","NFKB1","4.5","0","2","0","0.80625","false","0","NFKB1","0","0.75"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=4922|UniProtKB=P19367","Hexokinase-1;HK1;PTN002500354;orthologs","HEXOKINASE-1 (PTHR19443:SF10)","kinase(PC00137)","Homo sapiens","3","1","false","HK1","3.0","0","3","0","1.0","false","0","HK1","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=4923|UniProtKB=P52789","Hexokinase-2;HK2;PTN002500358;orthologs","HEXOKINASE-2 (PTHR19443:SF4)","kinase(PC00137)","Homo sapiens","3","1","false","HK2","3.0","0","3","0","1.0","false","0","HK2","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=4925|UniProtKB=P52790","Hexokinase-3;HK3;PTN002500357;orthologs","HEXOKINASE-3 (PTHR19443:SF1)","kinase(PC00137)","Homo sapiens","3","1","false","HK3","3.0","0","3","0","1.0","false","0","HK3","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=23302|UniProtKB=Q2TB90","Hexokinase HKDC1;HKDC1;PTN002500355;orthologs","HEXOKINASE HKDC1 (PTHR19443:SF28)","kinase(PC00137)","Homo sapiens","3","1","false","HKDC1","3.0","0","3","0","1.0","false","0","HKDC1","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=5438|UniProtKB=P01579","Interferon gamma;IFNG;PTN002478823;orthologs","INTERFERON GAMMA (PTHR11419:SF0)","interferon superfamily(PC00127)","Homo sapiens","2","1","false","IFNG","2.0","0","2","0","1.0","false","0","IFNG","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=5439|UniProtKB=P15260","Interferon gamma receptor 1;IFNGR1;PTN002500975;orthologs","INTERFERON GAMMA RECEPTOR 1 (PTHR20859:SF5)","transmembrane signal receptor(PC00197)","Homo sapiens","2","1","false","IFNGR1","2.0","0","2","0","1.0","false","0","IFNGR1","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=5440|UniProtKB=P38484","Interferon gamma receptor 2;IFNGR2;PTN002500970;orthologs","INTERFERON GAMMA RECEPTOR 2 (PTHR20859:SF46)","transmembrane signal receptor(PC00197)","Homo sapiens","2","1","false","IFNGR2","2.0","0","2","0","1.0","false","0","IFNGR2","0","1.0"
"3.5","0.0","0.2857142857142857","1.0","HUMAN|HGNC=6091|UniProtKB=P06213","Insulin receptor;INSR;PTN002521380;orthologs","INSULIN RECEPTOR (PTHR24416:SF535)","transmembrane signal receptor(PC00197)","Homo sapiens","3","5","false","INSR","3.6666666666666665","0","3","0","0.7222222222222222","false","0","INSR","0","0.9166666666666666"
"3.5","0.0","0.2857142857142857","1.0","HUMAN|HGNC=5465|UniProtKB=P08069","Insulin-like growth factor 1 receptor;IGF1R;PTN002521385;orthologs","INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (PTHR24416:SF106)","transmembrane signal receptor(PC00197)","Homo sapiens","3","5","false","IGF1R","3.6666666666666665","0","3","0","0.7222222222222222","false","0","IGF1R","0","0.9166666666666666"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=6018|UniProtKB=P05231","Interleukin-6;IL6;PTN002554292;orthologs","INTERLEUKIN-6 (PTHR48494:SF1)",,"Homo sapiens","1","1","false","IL6","1.0","0","1","0","1.0","false","0","IL6","0","0.0"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=6019|UniProtKB=P08887","Interleukin-6 receptor subunit alpha;IL6R;PTN002507094;orthologs","INTERLEUKIN-6 RECEPTOR SUBUNIT ALPHA (PTHR23036:SF98)","transmembrane signal receptor(PC00197)","Homo sapiens","1","1","false","IL6R","1.0","0","1","0","1.0","false","0","IL6R","0","0.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=6535|UniProtKB=P00338","L-lactate dehydrogenase A chain;LDHA;PTN002534612;orthologs","L-LACTATE DEHYDROGENASE A CHAIN (PTHR43128:SF10)","dehydrogenase(PC00092)","Homo sapiens","2","1","false","LDHA","2.0","0","2","0","1.0","false","0","LDHA","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=28335|UniProtKB=Q6ZMR3","L-lactate dehydrogenase A-like 6A;LDHAL6A;PTN002534610;orthologs","L-LACTATE DEHYDROGENASE A-LIKE 6A (PTHR43128:SF9)","dehydrogenase(PC00092)","Homo sapiens","2","1","false","LDHAL6A","2.0","0","2","0","1.0","false","0","LDHAL6A","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=6544|UniProtKB=P07864","L-lactate dehydrogenase C chain;LDHC;PTN002534609;orthologs","L-LACTATE DEHYDROGENASE C CHAIN (PTHR43128:SF5)","dehydrogenase(PC00092)","Homo sapiens","2","1","false","LDHC","2.0","0","2","0","1.0","false","0","LDHC","0","1.0"
"1.6666666666666667","0.0","0.6","1.0","HUMAN|HGNC=6840|UniProtKB=Q02750","Dual specificity mitogen-activated protein kinase kinase 1;MAP2K1;PTN002519704;orthologs","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 (PTHR48013:SF5)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","3","3","false","MAP2K1","3.6666666666666665","0","3","0","0.8666666666666666","false","0","MAP2K1","0","0.7333333333333333"
"1.1666666666666667","0.7333333333333333","0.8571428571428571","0.3","HUMAN|HGNC=6871|UniProtKB=P28482","Mitogen-activated protein kinase 1;MAPK1;PTN002514000;orthologs","MITOGEN-ACTIVATED PROTEIN KINASE 1 (PTHR24055:SF584)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","5","2","false","MAPK1","2.4","0","5","0","0.9666666666666666","false","0","MAPK1","22","0.5"
"1.6666666666666667","0.0","0.6","1.0","HUMAN|HGNC=6842|UniProtKB=P36507","Dual specificity mitogen-activated protein kinase kinase 2;MAP2K2;PTN002519703;orthologs","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2 (PTHR48013:SF8)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","3","3","false","MAP2K2","3.6666666666666665","0","3","0","0.8666666666666666","false","0","MAP2K2","0","0.7333333333333333"
"1.6666666666666667","0.0","0.6","1.0","HUMAN|HGNC=6888|UniProtKB=Q16644","MAP kinase-activated protein kinase 3;MAPKAPK3;PTN002519234;orthologs","MAP KINASE-ACTIVATED PROTEIN KINASE 3 (PTHR24349:SF64)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","3","3","false","MAPK3","3.6666666666666665","0","3","0","0.8666666666666666","false","0","MAPK3","0","0.7333333333333333"
"1.6666666666666667","0.3333333333333333","0.6","0.0","HUMAN|HGNC=7110|UniProtKB=Q9BUB5","MAP kinase-interacting serine_threonine-protein kinase 1;MKNK1;PTN002519228;orthologs","MAP KINASE-INTERACTING SERINE_THREONINE-PROTEIN KINASE 1 (PTHR24349:SF114)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","2","2","false","MKNK1","3.0","0","2","0","0.8666666666666666","false","0","MKNK1","10","0.5"
"2.0","0.0","0.5","0.0","HUMAN|HGNC=11364|UniProtKB=P40763","Signal transducer and activator of transcription 3;STAT3;PTN002483239;orthologs","SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3 (PTHR11801:SF2)","Rel homology transcription factor(PC00252)","Homo sapiens","1","3","false","STAT3","5.0","0","1","0","0.8","false","0","STAT3","0","0.0"
"2.5","0.0","0.4","0.0","HUMAN|HGNC=7111|UniProtKB=Q9HBH9","MAP kinase-interacting serine_threonine-protein kinase 2;MKNK2;PTN002519230;orthologs","MAP KINASE-INTERACTING SERINE_THREONINE-PROTEIN KINASE 2 (PTHR24349:SF254)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","1","3","false","MKNK2","2.0","0","1","0","0.7","false","0","MKNK2","0","0.0"
"2.1666666666666665","0.3333333333333333","0.46153846153846156","0.0","HUMAN|HGNC=10436|UniProtKB=P23443","Ribosomal protein S6 kinase beta-1;RPS6KB1;PTN002519343;orthologs","RIBOSOMAL PROTEIN S6 KINASE BETA-1 (PTHR24351:SF48)","protein modifying enzyme(PC00260)","Homo sapiens","2","3","false","RPS6KB1","1.5","0","2","0","0.7083333333333334","false","0","RPS6KB1","10","0.5"
