#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IFNA1	IFNA4	9606.ENSP00000276927	9606.ENSP00000412897	0	0	0	0.977	0	0.699	0.400	0	0.811
IFNA1	IFNA5	9606.ENSP00000276927	9606.ENSP00000484479	0	0	0	0.980	0	0.601	0.400	0	0.750
IFNA1	IFNA8	9606.ENSP00000276927	9606.ENSP00000369553	0	0	0	0.973	0	0.573	0.400	0	0.732
IFNA1	IFNA6	9606.ENSP00000276927	9606.ENSP00000369558	0	0	0	0.979	0	0.784	0.400	0	0.864
IFNA1	IFNA21	9606.ENSP00000276927	9606.ENSP00000369574	0	0	0	0.977	0	0.775	0.400	0	0.859
IFNA1	IFNA13	9606.ENSP00000276927	9606.ENSP00000480467	0	0	0	0.986	0	0.831	0	0	0.831
IFNA1	IFNA14	9606.ENSP00000276927	9606.ENSP00000369571	0	0	0	0.979	0	0.784	0.400	0	0.864
IFNA1	ISG15	9606.ENSP00000276927	9606.ENSP00000496832	0	0	0	0	0	0.785	0	0	0.785
IFNA14	IFNA6	9606.ENSP00000369571	9606.ENSP00000369558	0	0	0	0.979	0	0.837	0.400	0	0.898
IFNA14	ISG15	9606.ENSP00000369571	9606.ENSP00000496832	0	0	0	0	0	0.831	0	0	0.831
IFNA14	IFNA5	9606.ENSP00000369571	9606.ENSP00000484479	0	0	0	0.981	0	0.833	0.400	0	0.895
IFNA14	IFNA21	9606.ENSP00000369571	9606.ENSP00000369574	0	0	0	0.979	0	0.780	0.400	0	0.862
IFNA16	IFNA7	9606.ENSP00000369564	9606.ENSP00000239347	0	0	0	0.980	0	0.610	0.400	0	0.755
IFNA16	IFNA5	9606.ENSP00000369564	9606.ENSP00000484479	0	0	0	0.979	0	0.610	0.400	0	0.755
IFNA17	IFNA5	9606.ENSP00000411940	9606.ENSP00000484479	0	0	0	0.980	0	0.618	0.400	0	0.761
IFNA2	IFNA4	9606.ENSP00000369554	9606.ENSP00000412897	0	0	0	0.978	0	0.746	0.400	0	0.841
IFNA2	IFNA5	9606.ENSP00000369554	9606.ENSP00000484479	0	0	0	0.979	0	0.834	0.400	0	0.896
IFNA2	ISG15	9606.ENSP00000369554	9606.ENSP00000496832	0	0	0	0	0	0.836	0	0	0.836
IFNA21	IFNA6	9606.ENSP00000369574	9606.ENSP00000369558	0	0	0	0.977	0	0.714	0.400	0	0.821
IFNA4	IFNA8	9606.ENSP00000412897	9606.ENSP00000369553	0	0	0	0.978	0	0.717	0.400	0	0.822
IFNA4	IFNA5	9606.ENSP00000412897	9606.ENSP00000484479	0	0	0	0.980	0	0.761	0.400	0	0.850
IFNA4	ISG15	9606.ENSP00000412897	9606.ENSP00000496832	0	0	0	0	0	0.771	0	0	0.771
IFNA5	IFNA6	9606.ENSP00000484479	9606.ENSP00000369558	0	0	0	0.980	0	0.830	0.400	0	0.893
IFNA5	ISG15	9606.ENSP00000484479	9606.ENSP00000496832	0	0	0	0	0	0.833	0	0	0.833
IFNA8	ISG15	9606.ENSP00000369553	9606.ENSP00000496832	0	0	0	0	0	0.779	0	0	0.779
IKBKB	NFKBIA	9606.ENSP00000430684	9606.ENSP00000216797	0	0	0	0	0	0.994	0.900	0	0.999
IKBKB	NFKB1	9606.ENSP00000430684	9606.ENSP00000226574	0	0	0	0	0	0.885	0.900	0	0.988
IKBKB	TRAF2	9606.ENSP00000430684	9606.ENSP00000247668	0	0	0	0	0	0.879	0.900	0	0.987
IKBKB	RIPK1	9606.ENSP00000430684	9606.ENSP00000259808	0	0	0	0.554	0	0.510	0.900	0	0.948
IKBKB	NFKBIB	9606.ENSP00000430684	9606.ENSP00000312988	0	0	0	0	0	0.777	0.900	0	0.976
IKBKB	TRADD	9606.ENSP00000430684	9606.ENSP00000341268	0	0	0	0	0	0.045	0.900	0	0.900
IKBKB	MAP3K7	9606.ENSP00000430684	9606.ENSP00000358335	0	0	0	0.573	0	0.916	0.900	0	0.991
IKBKB	MAP3K1	9606.ENSP00000430684	9606.ENSP00000382423	0	0	0	0.564	0	0.636	0.900	0	0.962
IKBKB	RELA	9606.ENSP00000430684	9606.ENSP00000384273	0	0	0	0	0	0.877	0.900	0	0.987
IKBKB	TNF	9606.ENSP00000430684	9606.ENSP00000398698	0	0	0	0	0	0.994	0.500	0	0.996
IKBKB	MAVS	9606.ENSP00000430684	9606.ENSP00000401980	0	0	0	0	0	0.665	0.900	0	0.965
IKBKB	TRAF6	9606.ENSP00000430684	9606.ENSP00000433623	0	0	0	0	0	0.597	0.900	0	0.958
IKBKB	IKBKG	9606.ENSP00000430684	9606.ENSP00000483825	0	0	0	0	0	0.999	0.900	0	0.999
IKBKE	TRAF2	9606.ENSP00000464030	9606.ENSP00000247668	0	0	0	0	0	0.994	0.500	0	0.997
IKBKE	TANK	9606.ENSP00000464030	9606.ENSP00000259075	0	0	0	0	0	0.855	0.900	0	0.984
IKBKE	TBK1	9606.ENSP00000464030	9606.ENSP00000329967	0	0	0	0.935	0	0.994	0.900	0	0.999
IKBKE	SIKE1	9606.ENSP00000464030	9606.ENSP00000358541	0	0	0	0	0	0	0.900	0	0.900
IKBKE	TRAF3	9606.ENSP00000464030	9606.ENSP00000376500	0	0	0	0	0	0.994	0.900	0	0.999
IKBKE	IRF7	9606.ENSP00000464030	9606.ENSP00000380697	0	0	0	0	0	0.537	0.900	0	0.951
IKBKE	TNF	9606.ENSP00000464030	9606.ENSP00000398698	0	0	0	0	0	0.994	0.500	0	0.996
IKBKE	MAVS	9606.ENSP00000464030	9606.ENSP00000401980	0	0	0	0	0	0.994	0.500	0	0.996
IKBKE	TRAF6	9606.ENSP00000464030	9606.ENSP00000433623	0	0	0	0	0	0.994	0.500	0	0.997
IKBKE	STING1	9606.ENSP00000464030	9606.ENSP00000498596	0	0	0	0	0	0.645	0.900	0	0.963
IKBKE	IKBKG	9606.ENSP00000464030	9606.ENSP00000483825	0	0	0	0	0	0.637	0.800	0	0.924
IKBKE	IRF3	9606.ENSP00000464030	9606.ENSP00000471896	0	0	0	0	0	0.842	0.900	0	0.983
IKBKG	NFKBIA	9606.ENSP00000483825	9606.ENSP00000216797	0	0	0	0	0	0.928	0.900	0	0.992
IKBKG	NFKB1	9606.ENSP00000483825	9606.ENSP00000226574	0	0	0	0	0	0.808	0.900	0	0.980
IKBKG	TRAF2	9606.ENSP00000483825	9606.ENSP00000247668	0	0	0	0	0	0.796	0.900	0	0.978
IKBKG	TANK	9606.ENSP00000483825	9606.ENSP00000259075	0	0	0	0	0	0.836	0.900	0	0.982
IKBKG	RIPK1	9606.ENSP00000483825	9606.ENSP00000259808	0	0	0	0	0	0.994	0.900	0	0.999
IKBKG	NFKBIB	9606.ENSP00000483825	9606.ENSP00000312988	0	0	0	0	0	0.631	0.900	0	0.961
IKBKG	TBK1	9606.ENSP00000483825	9606.ENSP00000329967	0	0	0	0	0	0.831	0.800	0	0.964
IKBKG	TRADD	9606.ENSP00000483825	9606.ENSP00000341268	0	0	0	0	0	0.225	0.900	0	0.919
IKBKG	TBKBP1	9606.ENSP00000483825	9606.ENSP00000354777	0	0	0	0	0	0	0.900	0	0.900
IKBKG	MAP3K7	9606.ENSP00000483825	9606.ENSP00000358335	0	0	0	0	0	0.994	0.900	0	0.999
IKBKG	IRF7	9606.ENSP00000483825	9606.ENSP00000380697	0	0	0	0	0	0.095	0.900	0	0.905
IKBKG	MAP3K1	9606.ENSP00000483825	9606.ENSP00000382423	0	0	0	0	0	0.241	0.900	0	0.920
IKBKG	RELA	9606.ENSP00000483825	9606.ENSP00000384273	0	0	0	0	0	0.629	0.900	0	0.961
IKBKG	TNF	9606.ENSP00000483825	9606.ENSP00000398698	0	0	0	0	0	0.994	0.500	0	0.996
IKBKG	MAVS	9606.ENSP00000483825	9606.ENSP00000401980	0	0	0	0	0	0.738	0.900	0	0.972
IKBKG	TRAF6	9606.ENSP00000483825	9606.ENSP00000433623	0	0	0	0	0	0.994	0.900	0	0.999
IKBKG	IRF3	9606.ENSP00000483825	9606.ENSP00000471896	0	0	0	0	0	0.045	0.900	0	0.900
IL12A	IL12B	9606.ENSP00000303231	9606.ENSP00000231228	0	0	0	0	0	0.977	0.900	0	0.997
IRF3	PIN1	9606.ENSP00000471896	9606.ENSP00000247970	0	0	0	0	0	0.300	0.900	0	0.927
IRF3	TBK1	9606.ENSP00000471896	9606.ENSP00000329967	0	0	0	0	0	0.927	0.900	0	0.992
IRF3	TRAF3	9606.ENSP00000471896	9606.ENSP00000376500	0	0	0	0	0	0.510	0.500	0	0.744
IRF3	IRF7	9606.ENSP00000471896	9606.ENSP00000380697	0	0	0	0.630	0	0.510	0.900	0	0.948
IRF3	MAVS	9606.ENSP00000471896	9606.ENSP00000401980	0	0	0	0	0	0.840	0.500	0	0.916
IRF3	ISG15	9606.ENSP00000471896	9606.ENSP00000496832	0	0	0	0	0	0.294	0.900	0	0.926
IRF3	STING1	9606.ENSP00000471896	9606.ENSP00000498596	0	0	0	0	0	0.836	0.700	0	0.948
IRF7	TBK1	9606.ENSP00000380697	9606.ENSP00000329967	0	0	0	0	0	0.331	0.900	0	0.930
IRF7	TRAF6	9606.ENSP00000380697	9606.ENSP00000433623	0	0	0	0	0	0.838	0.900	0	0.983
MAP3K1	TRAF2	9606.ENSP00000382423	9606.ENSP00000247668	0	0	0	0	0	0.806	0.900	0	0.979
MAP3K1	MAPK8	9606.ENSP00000382423	9606.ENSP00000378974	0	0	0	0.580	0	0.836	0.900	0	0.982
MAP3K1	MAPK9	9606.ENSP00000382423	9606.ENSP00000394560	0	0	0	0.580	0	0.492	0.900	0	0.947
MAP3K1	TRAF6	9606.ENSP00000382423	9606.ENSP00000433623	0	0	0	0	0	0.241	0.900	0	0.920
MAP3K7	MAPK13	9606.ENSP00000358335	9606.ENSP00000211287	0	0	0	0.592	0	0.110	0.900	0	0.907
MAP3K7	MAPK12	9606.ENSP00000358335	9606.ENSP00000215659	0	0	0	0.593	0	0.110	0.900	0	0.907
MAP3K7	MAPK14	9606.ENSP00000358335	9606.ENSP00000229795	0	0	0	0.604	0	0.110	0.900	0	0.907
MAP3K7	TRAF2	9606.ENSP00000358335	9606.ENSP00000247668	0	0	0	0	0	0.813	0.900	0	0.980
MAP3K7	RIPK1	9606.ENSP00000358335	9606.ENSP00000259808	0	0	0	0.587	0	0.735	0.900	0	0.972
MAP3K7	MAPK11	9606.ENSP00000358335	9606.ENSP00000333685	0	0	0	0.595	0	0.110	0.900	0	0.907
MAP3K7	TRADD	9606.ENSP00000358335	9606.ENSP00000341268	0	0	0	0	0	0.052	0.900	0	0.901
MAP3K7	RELA	9606.ENSP00000358335	9606.ENSP00000384273	0	0	0	0	0	0.620	0.500	0	0.801
MAP3K7	MAVS	9606.ENSP00000358335	9606.ENSP00000401980	0	0	0	0	0	0.314	0.900	0	0.928
MAP3K7	MAPK9	9606.ENSP00000358335	9606.ENSP00000394560	0	0	0	0.588	0	0.155	0.900	0	0.911
MAP3K7	MAPK8	9606.ENSP00000358335	9606.ENSP00000378974	0	0	0	0.583	0	0.568	0.900	0	0.954
MAP3K7	TRAF3	9606.ENSP00000358335	9606.ENSP00000376500	0	0	0	0	0	0.328	0.900	0	0.929
MAP3K7	TRAF6	9606.ENSP00000358335	9606.ENSP00000433623	0	0	0	0	0	0.992	0.900	0	0.999
MAP3K7	TNF	9606.ENSP00000358335	9606.ENSP00000398698	0	0	0	0	0	0.994	0.500	0	0.996
MAPK11	MAPK9	9606.ENSP00000333685	9606.ENSP00000394560	0	0	0	0.925	0	0	0.900	0	0.900
MAPK11	MAPK8	9606.ENSP00000333685	9606.ENSP00000378974	0	0	0	0.929	0	0	0.900	0	0.900
MAPK12	MAPK13	9606.ENSP00000215659	9606.ENSP00000211287	0	0	0	0.967	0	0.728	0.400	0	0.829
MAPK12	MAPK9	9606.ENSP00000215659	9606.ENSP00000394560	0	0	0	0.922	0	0	0.900	0	0.900
MAPK12	MAPK8	9606.ENSP00000215659	9606.ENSP00000378974	0	0	0	0.920	0	0	0.900	0	0.900
MAPK13	MAPK8	9606.ENSP00000211287	9606.ENSP00000378974	0	0	0	0.922	0	0	0.900	0	0.900
MAPK13	MAPK9	9606.ENSP00000211287	9606.ENSP00000394560	0	0	0	0.923	0	0	0.900	0	0.900
MAPK14	MAPK9	9606.ENSP00000229795	9606.ENSP00000394560	0	0	0	0.926	0	0	0.900	0	0.900
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0	0.922	0	0.292	0.900	0	0.926
MAPK8	NFKB1	9606.ENSP00000378974	9606.ENSP00000226574	0	0	0	0	0	0.072	0.900	0	0.903
MAPK8	TRAF6	9606.ENSP00000378974	9606.ENSP00000433623	0	0	0	0	0	0.062	0.900	0	0.902
MAPK8	RELA	9606.ENSP00000378974	9606.ENSP00000384273	0	0	0	0	0	0.045	0.900	0	0.900
MAPK8	MAPK9	9606.ENSP00000378974	9606.ENSP00000394560	0	0	0	0.981	0	0.994	0.900	0	0.999
MAPK9	NFKB1	9606.ENSP00000394560	9606.ENSP00000226574	0	0	0	0	0	0.072	0.900	0	0.903
MAPK9	RELA	9606.ENSP00000394560	9606.ENSP00000384273	0	0	0	0	0	0.045	0.900	0	0.900
MAPK9	TRAF6	9606.ENSP00000394560	9606.ENSP00000433623	0	0	0	0	0	0.062	0.900	0	0.902
MAVS	TRAF2	9606.ENSP00000401980	9606.ENSP00000247668	0	0	0	0	0	0.994	0.900	0	0.999
MAVS	RIPK1	9606.ENSP00000401980	9606.ENSP00000259808	0	0	0	0	0	0.089	0.800	0	0.810
MAVS	TRIM25	9606.ENSP00000401980	9606.ENSP00000323889	0	0	0	0	0	0.522	0.500	0	0.750
MAVS	TBK1	9606.ENSP00000401980	9606.ENSP00000329967	0	0	0	0	0	0.994	0.500	0	0.996
MAVS	TRADD	9606.ENSP00000401980	9606.ENSP00000341268	0	0	0	0	0	0.089	0.900	0	0.905
MAVS	TRAF3	9606.ENSP00000401980	9606.ENSP00000376500	0	0	0	0	0	0.994	0.900	0	0.999
MAVS	NLRX1	9606.ENSP00000401980	9606.ENSP00000387334	0	0	0	0	0	0.512	0.900	0	0.949
MAVS	STING1	9606.ENSP00000401980	9606.ENSP00000498596	0	0	0	0	0	0.847	0.900	0	0.984
MAVS	TRAF6	9606.ENSP00000401980	9606.ENSP00000433623	0	0	0	0	0	0.999	0.900	0	0.999
NFKB1	NFKBIA	9606.ENSP00000226574	9606.ENSP00000216797	0	0	0	0.755	0	0.997	0.900	0	0.999
NFKB1	TBK1	9606.ENSP00000226574	9606.ENSP00000329967	0	0	0	0	0	0.331	0.900	0	0.930
NFKB1	NFKBIB	9606.ENSP00000226574	9606.ENSP00000312988	0	0	0	0.650	0	0.858	0.900	0	0.985
NFKB1	TNF	9606.ENSP00000226574	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0	0.900
NFKB1	RELA	9606.ENSP00000226574	9606.ENSP00000384273	0	0	0	0.769	0	0.999	0.900	0	0.999
NFKBIA	NFKBIB	9606.ENSP00000216797	9606.ENSP00000312988	0	0	0	0.716	0	0.832	0.900	0	0.982
NFKBIA	RELA	9606.ENSP00000216797	9606.ENSP00000384273	0	0	0	0	0	0.999	0.900	0	0.999
NFKBIB	RELA	9606.ENSP00000312988	9606.ENSP00000384273	0	0	0	0	0	0.948	0.900	0	0.994
OTUD5	TRAF3	9606.ENSP00000156084	9606.ENSP00000376500	0	0	0	0	0	0.523	0.900	0	0.950
RELA	TBK1	9606.ENSP00000384273	9606.ENSP00000329967	0	0	0	0	0	0.647	0.900	0	0.963
RELA	TNF	9606.ENSP00000384273	9606.ENSP00000398698	0	0	0	0	0	0.516	0.900	0	0.949
RIPK1	TRAF2	9606.ENSP00000259808	9606.ENSP00000247668	0	0	0	0	0	0.994	0.900	0	0.999
RIPK1	TRAF6	9606.ENSP00000259808	9606.ENSP00000433623	0	0	0	0	0	0.126	0.900	0	0.908
RIPK1	TNF	9606.ENSP00000259808	9606.ENSP00000398698	0	0	0	0	0	0.994	0.500	0	0.997
RIPK1	TRADD	9606.ENSP00000259808	9606.ENSP00000341268	0	0	0	0	0	0.994	0.900	0	0.999
SIKE1	TBK1	9606.ENSP00000358541	9606.ENSP00000329967	0	0	0	0	0	0	0.700	0	0.700
STING1	TBK1	9606.ENSP00000498596	9606.ENSP00000329967	0	0	0	0	0	0.991	0.900	0	0.999
TANK	TRAF2	9606.ENSP00000259075	9606.ENSP00000247668	0	0	0	0	0	0.894	0.500	0	0.944
TANK	TNF	9606.ENSP00000259075	9606.ENSP00000398698	0	0	0	0	0	0.994	0	0	0.994
TANK	TBKBP1	9606.ENSP00000259075	9606.ENSP00000354777	0	0	0	0	0	0	0.800	0	0.800
TANK	TRADD	9606.ENSP00000259075	9606.ENSP00000341268	0	0	0	0	0	0	0.900	0	0.900
TANK	TRAF3	9606.ENSP00000259075	9606.ENSP00000376500	0	0	0	0	0	0.885	0.900	0	0.988
TANK	TBK1	9606.ENSP00000259075	9606.ENSP00000329967	0	0	0	0	0	0.994	0.800	0	0.998
TBK1	TRAF2	9606.ENSP00000329967	9606.ENSP00000247668	0	0	0	0	0	0.994	0.500	0	0.997
TBK1	TNF	9606.ENSP00000329967	9606.ENSP00000398698	0	0	0	0	0	0.994	0.500	0	0.996
TBK1	TBKBP1	9606.ENSP00000329967	9606.ENSP00000354777	0	0	0	0	0	0.994	0	0	0.994
TBK1	TRAF3	9606.ENSP00000329967	9606.ENSP00000376500	0	0	0	0	0	0.994	0.900	0	0.999
TBK1	TRAF6	9606.ENSP00000329967	9606.ENSP00000433623	0	0	0	0	0	0.994	0.500	0	0.997
TBKBP1	TNF	9606.ENSP00000354777	9606.ENSP00000398698	0	0	0	0	0	0.994	0	0	0.994
TNF	TRAF2	9606.ENSP00000398698	9606.ENSP00000247668	0	0	0	0	0	0.994	0.500	0	0.996
TNF	TRADD	9606.ENSP00000398698	9606.ENSP00000341268	0	0	0	0	0	0.994	0.500	0	0.996
TNF	TRAF3	9606.ENSP00000398698	9606.ENSP00000376500	0	0	0	0	0	0.625	0.500	0	0.804
TRADD	TRAF2	9606.ENSP00000341268	9606.ENSP00000247668	0	0	0	0	0	0.999	0.900	0	0.999
TRADD	TRAF6	9606.ENSP00000341268	9606.ENSP00000433623	0	0	0	0	0	0.292	0.900	0	0.926
TRADD	TRAF3	9606.ENSP00000341268	9606.ENSP00000376500	0	0	0	0	0	0.438	0.900	0	0.941
TRAF2	TRAF6	9606.ENSP00000247668	9606.ENSP00000433623	0	0	0	0.728	0	0.829	0.900	0	0.982
TRAF2	TRAF3	9606.ENSP00000247668	9606.ENSP00000376500	0	0	0	0.837	0	0.782	0.800	0	0.954
TRAF3	TRAF6	9606.ENSP00000376500	9606.ENSP00000433623	0	0	0	0.707	0	0.095	0.800	0	0.811
